,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35
Most people tend to get angry more quickly than I do.,-0.09202766827962032,0.23114664608065882,-0.008761988194728303,0.06195784995646367,0.14735117344787158,-0.13477357734294415,0.050528218673145046,0.14057677148567227,0.09468834045429282,0.028471494983604913,0.09114676110362294,-0.001549879458481217,-0.04991359173312474,0.11661347369722161,0.11383163457004834,-0.15140818434168365,0.04485379523910491,0.0817241543997523,0.10356789362013451,0.011263827604784988,-0.06821597929024857,0.014768589360253274,0.08607347419560399,0.1794387811376395,-0.026745086086100458,0.11263034429247558,0.11251723572196323,-0.006917890763868095,0.0067628671528886354,0.07621814050439203,-0.06538787538045485,0.05103010587834752,0.039200175737660325,0.06035938772750107,-0.025244951157260352
"My attitude toward people who have treated me badly is ""forgive and forget"".",-0.09052208554893872,0.18531257081662617,-0.12402343181651715,-0.03121198688871433,0.023262097761152997,0.00931129697779633,-0.059728388345406835,-0.08574261256780238,0.0782149114177957,0.00828456089120345,0.015730530613884637,0.0419119720831982,0.047169842206192004,-0.06342075665200997,0.09851561179683166,-0.1110794386848058,0.04153592285226847,0.04709854539411808,0.08091141010792853,0.028994774400615403,0.055894873598341666,-0.2070041023615002,-0.11141707135591625,-0.1554846459584166,-0.04030585337244056,-0.0630152293816961,-0.06318187153927013,-0.03736884701031814,0.11712933195959176,-0.10219186194082987,-0.014562209355512544,-0.053437064420457585,-0.039449023516645455,-0.08983567567948103,0.027804704937739313
"Often when I set a goal, I end up quitting without having reached it.",0.08867262052946287,-0.011836941399866158,-0.018773585478657706,0.05046800628549171,0.010589275039977333,0.03432760191624722,-0.04337693529072626,-0.03165847880627642,-0.0496270698153203,0.03853152304866652,0.013291154331973863,-0.07050705842101616,0.026182630372107975,0.07141976030907768,0.1573247696404052,0.09181248118584,0.009761717150799902,0.12219478118486529,0.03963800954906085,0.07729407505274564,0.018397771373058116,-0.18885113457121233,0.1607193824058603,-0.09528401975100322,0.024137364654961576,-0.05565422051178421,-0.1390681119112369,0.0182370655503383,0.049629673071541584,0.08353359660805881,-0.09502366700461704,0.043850337553430936,-0.03158389431565588,-0.23241476699163574,-0.024233380687582677
"On most days, I feel cheerful and optimistic.",0.0027049982092501885,0.1283768358840775,-0.11832851674995633,-0.0006673064631516225,-0.07577355984878953,0.08579607558558881,-0.11923034742912421,-0.024617804006528826,0.148155436868013,-0.06199270751630243,0.09203929172602908,-0.022391721806466668,-0.044720485027573524,-0.0831386355148023,-0.10529179174620325,0.16399701782163575,0.018489009564869346,-0.20710900339926988,0.08023872769601016,0.03373864718635591,-0.05029277368823563,0.10829363435370781,-0.05111641103987195,-0.14741876219424518,0.007964700755304517,-0.1487718115477205,0.026433303846484336,0.11407003133650294,0.08912754384880103,0.005694163475796265,-0.05596164388174259,0.058092957806179166,-0.09568873138229857,-0.08448617857188963,-0.06915081724186872
People have often told me that I have a good imagination.,0.06043860208543435,0.09520054951382116,-0.0036201838971635482,0.08865294605893746,0.10001614558855965,-0.04783742833963,-0.026656922218432647,-0.04284377698339227,0.10131056610220206,-0.09102733740311385,0.010841076194839016,-0.06343943307566043,-0.04851358533355022,0.10671387322598677,0.07050260266210058,-0.10653724601071302,-0.09135189487112994,0.040782690069575064,-0.050906064606276634,0.05372493511135383,-0.04614764745214151,0.12533366962296064,-0.011649121918098616,-0.05568416174172026,-0.11526530646484637,0.0663835608179251,0.11037514277776614,0.013876455647084167,-0.011111272658639537,0.06895339748368699,0.15323066668248572,0.08966846955784966,0.015349759135169186,-0.057140493894201054,0.06226547637121773
People often call me a perfectionist.,-0.0034696536383856036,0.09090407993821797,-0.06979026947204325,-0.027243509862362167,0.18954207660427547,0.12170533076604335,-0.03873850976681591,0.030311263557782242,0.1753007117378026,-0.023699640384905414,-0.19776078713055587,0.0733143235520552,0.13915547392631175,0.016209356306190387,0.08111006670981637,0.08617301128717408,0.17929539125682142,0.10726439917389176,0.04074280037984168,-0.22235595481405696,-0.007146796312669974,-0.12722634624301482,-0.09789785274173424,-0.12334801499887714,-0.1680903373067106,0.06916435126208552,0.11682592066399689,-0.22348945282850582,-0.07309475976864051,-0.02209683745680795,-0.03463900892598931,0.03793709049432999,-0.12057215330161292,-0.10243700415565855,-0.059671115873567465
People often joke with me about the messiness of my room or desk.,0.13613814207403532,0.10118159951268389,0.05785089179091803,-0.049456454762251835,0.03995747362977471,-0.01082077942353371,-0.1482624604790827,0.20171413413790218,-0.003675763552825875,0.02651566296254374,-0.21766665702285462,-0.09306086151869582,0.043184714450716886,-0.13435972860215367,0.10041539731374462,-0.07798094843641602,-0.07792500373784537,0.062398573093693586,-0.028477297309097878,-0.049426013239786945,-0.12833615682729613,0.059991023551482954,0.012227741292829067,0.010223537644580555,0.12173457303580291,0.09827989294880636,-0.12976920867371833,-0.0542216438976535,0.05658224529314366,0.1367731761453645,0.06672884122212942,0.009803512146326738,-0.01623628684082168,-0.07491950439405776,-0.0970077963016284
People often tell me that I should try to cheer up.,0.18649680057501028,0.08147859621520158,-0.05559511244468255,0.002386261473900508,0.06154087612111494,-0.08150781295626296,-0.20164984437242575,0.1479957870131969,-0.04501501736550242,0.09250087622866456,-0.02419759307684164,0.003093522119763224,0.08098396307399897,0.03174962769262416,0.06731952172023158,-0.058080473358591254,0.04657638355124434,0.02629280319543272,-0.10686246173326239,-0.0030657860207828347,0.009175312607267271,0.022658659423430143,-0.07039842832163058,-0.004066192822448096,-0.07305335295768806,0.07734992890768537,-0.10626371098685922,0.006423740687960436,-0.047260722351519874,-0.14681798607318222,-0.004957989119207144,0.00647730363660663,0.15172107764594622,-0.006596376797327437,-0.05882476784890558
People see me as a hard-hearted person.,0.013468563288195418,-0.004772221793830555,0.05886126526345576,0.05983035523913399,0.017799218518428153,-0.1771326658941512,0.009061202266479006,-0.23816365234891707,-0.06739846250706924,-0.0835850189365336,0.028285747473609655,0.22945060641339926,0.1580309233174776,0.07414560624343226,-0.04283575204220291,-0.019107229712201454,-0.06739696403382814,0.09886724422338466,-0.1466528572376128,-0.08856594093905848,-0.0851358572458773,-0.018334064731524283,0.1242366694000801,0.2308341421168,-0.052061682474620265,0.0517403635865342,0.07871098480286401,-0.025744591793322797,-0.10333066206030679,-0.03253911188030105,0.15187888091944685,0.06274574938400532,-0.10429075948267655,0.13125708551942067,0.06811712920249913
People sometimes tell me that I am too critical of others.,0.11001324809238099,0.06462444722384046,0.01795043203540058,-0.006310760804698903,-0.08743785522337028,0.10754629141839964,-0.09074298965911612,-0.10211356764435837,0.1538035091572395,0.10187634290130491,-0.10372246027374353,0.17590043342678632,-0.021256364910382176,0.09777471720636295,0.05921309332243292,-0.011747974238116713,-0.1193957051487042,0.04385711439284265,-0.11376802302656988,-0.04745058347800089,0.039176163837609815,-0.04458722523398252,0.0032446429403236265,0.2706492079801566,0.08322503579400742,-0.14459835953651587,-0.03191017150098057,0.08822249553312483,0.010769709996797888,0.0800370536834133,-0.017196928756129715,0.29879146708430027,-0.049507624808463144,-0.027103951121865158,-0.07940421077351528
People sometimes tell me that I'm too stubborn.,0.005077325882859123,0.03244859429869514,0.0025204014392193183,-0.03363065226730383,0.08784012524285253,-0.24432702495836453,-0.04264056930465999,0.21061304880288056,0.08871609411874053,-0.03526795848054046,0.046014454506749826,0.20081059287669142,0.04715894680718832,-0.1037648514059662,-0.016518825894107907,-0.089304824234324,-0.1738002729683005,-0.10701483955525161,-0.08596836789850883,-0.20610555056341814,0.07099949635890299,-0.09831669363368134,0.031919700294359823,-0.048735290112139604,0.09692424361824703,0.10068011407371204,0.052580750933624236,0.0855724536858874,0.08997029447872242,0.03463121310725127,-0.06886180600340391,-0.03276240901815849,-0.05386966979268969,-0.16836881133956533,0.015667279078996236
People think of me as someone who has a quick temper.,0.08761960753399463,0.03697469902083248,0.10940061245426733,-0.016778979863433654,0.017859514454849745,0.025436564426769538,-0.03600839106699646,-0.10085589779453231,-0.054910390201698585,0.049988700534974714,-0.12576112822633276,0.09080763507079358,0.11926176276148459,-0.0769375194081376,0.026778269810692763,-0.012872297902612129,0.13285069807255948,-0.08447200631499638,-0.0833561800291333,-0.01183133066520346,0.06871835760629612,0.20486808798707726,-0.003335889504229885,-0.12677718979888716,0.06424637248037204,-0.07001859296177311,0.14881588144536947,0.059851964813366826,0.052257731988477725,0.19471139802453816,-0.10442093391527997,0.0011751661228134324,0.013855242384057075,0.043480918341568746,0.20416550446609733
Sometimes I like to just watch the wind as it blows through the trees.,0.13012124037652098,0.05353292742236274,-0.17655522419604922,0.03912018539875801,-0.008430578488738854,0.0647220034353234,0.2471937817422161,-0.04360806113210866,-0.0608478571955727,0.0031549931064240888,0.1910592276160105,0.2649121988778351,-0.1772546215693797,0.02635834077644302,0.1478189527546063,-0.008959329082892592,-0.15447170655573297,-0.06047028122254085,0.001860370471211644,0.1991680234505041,-0.03640401700926244,0.0080012141528177,-0.0071595542100148036,-0.019010619444310692,0.055703191112819475,0.06104515799335783,-0.017720696331707125,-0.03282857240761752,0.03530993921630648,0.06135906227016493,-0.12191156044060333,-0.09671659080802023,-0.21988554387075737,-0.002163654164574524,0.028763291568101944
The first thing that I always do in a new place is to make friends.,0.0798888496147971,0.06907421859210121,-0.0681848464767617,0.09002781324251373,-0.02412665894435857,0.03887640852534923,-0.02429729776602858,-0.07318380117669941,-0.07916282553124955,-0.009314865432399042,-0.0007417812948029378,0.03302523610314783,-0.04803556745467185,0.14950292039653568,0.2122160470653435,0.2703898470954419,0.045342792254497624,-0.1910882244241472,-0.0029735785926826926,-0.15073610104679597,0.2245403319856025,0.0733726284355833,0.1257114240639064,-0.05351309448140798,0.12912367840318995,0.03309050962427227,-0.03632746610210005,0.002989453733967441,-0.021502031625273286,-0.06659750076460545,0.11716099186660867,-0.1648858566090016,-0.10638607201855096,-0.08085142370542679,0.028277878023847097
"When I suffer from a painful experience, I need someone to make me feel comfortable.",0.1653308809847349,0.11206182331618486,0.04959640066989121,-0.03410475611326879,-0.14130196631130995,-0.0032028497495964416,0.1254440622338877,-0.0005860432772521631,-0.05198679077558586,-0.05694866678924055,0.12155898015969166,-0.04088184622222306,-0.13682893616099615,-0.10841924663237021,-0.010281460380437639,-0.03149240978931108,0.018284446610219097,0.3029868237722805,-0.09334172357386156,-0.028096242580083437,-0.01857907583955216,0.22396285696441517,0.0003397766932856929,-0.09495983660308915,-0.10114157539891491,-0.07834828119368346,0.12346188525410659,0.00020130630441340147,0.03189301270908467,-0.0017952540250523513,0.12026922869368346,0.034045742088586704,-0.14206450552944122,-0.215198679336973,-0.051499926024618434
"When I'm in a group of people, I'm often the one who speaks on behalf of the group.",0.11455590217429505,0.11322827523648146,0.021787012776818448,-0.061408564662827556,0.3346609817822257,0.08651590381398157,0.021617799633734346,-0.037134559681155005,0.05665049480858405,0.05199613071398997,0.15389414048014682,0.10998295402501272,-0.060129258658844255,0.045332717633544635,-0.034732118348176785,-0.04082905041663965,0.028010876969549896,-0.034188815705147674,0.0478592865545493,-0.09384812363737986,0.17412797998886084,0.16188479846492215,-0.15795259491356742,0.16913697139762238,0.09973059251518238,-0.030820428263621077,0.00634413171815791,-0.03144523625048613,-0.03395411289783714,0.06419485857560407,0.051792115534019,-0.043327537575265945,0.1259450058362807,-0.10125269655966973,-0.05651659163145088
"When it comes to physical danger, I am very fearful.",0.11802442253268555,0.06649539775388387,-0.11298801087570289,-0.1882873034803614,0.0056740245855443185,-0.015124899797368044,-0.08206657248231916,0.017605553507963636,-0.03343925924203896,0.014551934345753737,0.1399650349589229,-0.043456683830606364,0.13049907816920175,0.0035099361796249967,-0.17178473060683289,-0.03778509974503847,0.015563108544655178,0.1276230537411188,-0.10581462697028118,-0.015287783923589256,-0.21508432141321415,-0.14284178114885843,0.050707208595774905,-0.10672142786770022,0.13411226620565506,0.004307149640956429,-0.09577499983237353,-0.14165146089002445,-0.017009514619335617,0.18631248368215425,-0.2119364126414947,-0.25623082194884306,-0.08878382849555953,0.06478351489403637,0.057775695409487376
"When people tell me that I’m wrong, my first reaction is to argue with them.",0.1375978276963978,0.027654379910795997,0.018050157801755017,-0.11219621088220984,-0.0737609989317265,-0.0379656677591563,-0.007727125203762268,0.025285955579381687,0.018482352565470206,-0.040668057181375686,0.016997546271301903,0.09184790786147612,-0.09704676294258627,0.028615831925750283,-0.10141200745318006,-0.026564388697268397,0.023306962343934857,0.05298767838558619,0.021027797860980392,-0.09690705592895543,-0.05664245866029253,-0.14756772581604677,0.01501056366180248,-0.061998154792748034,-0.051397858066112606,0.007413784849698552,0.07212457806956787,0.032148988078202684,-0.09668393168558616,-0.03572091508582748,0.047876770766245975,-0.008992248398941086,0.05982871128631545,-0.18431762165609505,-0.0605613699973163
"When someone I know well is unhappy, I can almost feel that person's pain myself.",0.1562067044485738,0.010778512020228923,-0.23377787567293432,0.13037390107460303,0.03340462852131494,0.06302614645859904,0.07537714009743741,-0.030437740567430434,-0.022736041834940778,0.10071352800530367,-0.0035979503974975183,0.014082209508831899,-0.03139501983442911,-0.07638976702035068,0.09579429217249072,0.009911603785248089,-0.2720652493470726,0.1900789465519897,-0.033314411596179934,0.017453894095462108,-0.12524237843370767,0.11003627255862006,-0.020073818234914723,0.0036042654557177927,-0.21727644242945818,-0.09920954103612449,-0.15727794205641604,0.029910305042665387,0.04861790052533152,-0.023614554734669484,-0.1389813045484554,-0.08995036586415567,0.09568913015805793,0.08912605432914185,0.020852491699156074
"When working on something, I don't pay much attention to small details.",0.1374140491542245,0.06595509581755274,0.14464572566746198,0.08299567091796882,-0.1020558085825053,0.12505210688572774,-0.037408865618957295,-0.026869510387053944,-0.008951073667105977,0.014308259581025745,0.013389978214128054,0.06039737702754404,0.07139446772384138,-0.060612121368233865,0.054080295275437416,-0.12784864229247792,-0.13395887147659893,0.10881460975421545,0.13401431706208802,-0.029935481456084916,0.045473380053219735,-0.08330746417146753,-0.0339009176588424,0.1548467515092884,-0.1903351486951234,0.05948055198386186,-0.07208286562646235,0.16714678205637123,-0.12179746998256476,-0.051473956555149365,-0.11355419643020828,0.0104451707332704,0.022382823673105727,0.0629310568052532,-0.012599729627007405
"When working, I often set ambitious goals for myself.",0.09887673795980899,0.043113325983914284,-0.010212656394467291,-0.03460182768952387,0.17058419333087813,0.223442463690759,0.05497013113720568,0.1108905589577637,-0.12852776975520527,-0.07483243098966534,-0.05103237936163764,0.04734681870497875,-0.08382653571544807,-0.10716601480600632,-0.08207140172857942,0.08404701848013006,0.039051749130683974,-0.061989920127715085,-0.042342831393209455,-0.03627628906450943,-0.1910180595085422,0.02448867881657778,-0.003286606414667397,-0.006014585459932829,0.022036524031871174,0.033983953481312654,0.19009476892389937,0.15497632352638813,-0.05447813008189446,0.1534370526176187,0.03703735031696426,0.15030226250388343,-0.016846005771110183,-0.007014879270045381,0.09009610566194046
"When working, I sometimes have difficulties due to being disorganized.",0.10560014402873119,0.0493378171971958,-0.004117326963267591,0.11108797463773287,0.3005773109835975,0.06023251781769925,-0.08017473649606971,0.13608688511644287,-0.052327046567143896,-0.027154245828532673,0.02801940212998752,0.09218549619138247,0.12852140061188985,0.006088458481669085,-0.025356468719094218,0.13342651444262774,0.006084899706756532,-0.023749031651514336,0.12847139098510507,0.06927200320883864,0.01956523704421077,0.02414171735935967,0.030985592049355987,0.03204150871910369,-0.005390410307048688,0.10391873030705512,-0.1055984498629466,-0.04563320170062023,0.26139588419479864,0.011201158095354213,-0.035481124340001516,-0.06541461185956023,0.2623274487150091,0.06173697782605104,0.022193362275779293
"Whenever I feel worried about something, I want to share my concern with another person.",0.05299091187610899,-0.0036042988758987586,-0.1078818604153367,0.06316420846165198,-0.013867125940722914,-0.19056113731676558,0.2712068541469888,-0.15682223813398014,0.08132450649491156,-0.03986259108468541,-0.19403088371610994,0.22723926534870006,0.014731294193572476,-0.06636440331589404,-0.22987282877387724,-0.011861180554436154,0.0013024371253075608,-0.033774394471156995,0.03932924151489469,-0.005251098603682391,0.1944915055858154,0.11184726174400039,-0.11323744015852295,-0.1814827112367534,-0.2074287432415453,0.13673919041687446,-0.23110382653593392,-0.10949211884051231,0.15535785859013193,0.06672946773313694,-0.06578287535756266,0.07844113159385492,0.09262749628956621,0.10143484023493028,-0.08803587623597098
